,x,y,target
0,-15.114757537841797,13.703374862670898,-1.0
1,28.00457000732422,-40.721004486083984,-1.0
2,-38.416839599609375,-16.6986083984375,-1.0
3,-4.245495319366455,30.83982276916504,1.0
4,21.160531997680664,-43.31425476074219,1.0
5,-20.858461380004883,-1.7208853960037231,1.0
6,-36.08688735961914,-45.34593200683594,1.0
7,-13.714972496032715,-26.14015769958496,-1.0
8,-20.247116088867188,20.313823699951172,1.0
9,15.479790687561035,-4.223024368286133,-1.0
10,-13.543512344360352,32.27066421508789,-1.0
11,-35.73893356323242,19.36150360107422,-1.0
12,-9.539868354797363,16.853885650634766,1.0
13,29.104639053344727,-20.43537712097168,-1.0
14,3.413259267807007,7.978757858276367,-1.0
15,56.88467025756836,-5.357438087463379,-1.0
16,-22.671743392944336,28.108381271362305,-1.0
17,27.85736846923828,-8.99317741394043,1.0
18,-27.89447784423828,3.333966016769409,-1.0
19,-19.889328002929688,-28.2030029296875,1.0
20,-3.504692316055298,-14.843057632446289,-1.0
21,28.040510177612305,-25.109609603881836,1.0
22,28.96499252319336,16.8387393951416,-1.0
23,-24.374006271362305,-22.435863494873047,1.0
24,46.91783142089844,18.555585861206055,-1.0
25,-0.6922655701637268,-0.7503859996795654,-1.0
26,29.57667350769043,-4.9599528312683105,1.0
27,-23.12466812133789,-35.72723388671875,-1.0
28,3.843982458114624,-20.070932388305664,1.0
29,37.75514602661133,-5.303255558013916,-1.0
30,-37.463680267333984,5.96006441116333,-1.0
31,-17.3830623626709,-28.93872833251953,1.0
32,27.60227394104004,29.873126983642578,1.0
33,-30.130634307861328,-36.46778106689453,1.0
34,-14.208746910095215,-42.22243118286133,1.0
35,1.2714428901672363,48.68035125732422,-1.0
36,-35.04138946533203,29.14150619506836,-1.0
37,44.534820556640625,23.5451717376709,-1.0
38,16.625154495239258,-36.694034576416016,-1.0
39,-17.878999710083008,-9.652192115783691,-1.0
40,-25.271852493286133,-19.532155990600586,1.0
41,-15.642132759094238,-10.506241798400879,1.0
42,22.302583694458008,31.415300369262695,1.0
43,23.96953010559082,35.772953033447266,1.0
44,27.85234832763672,30.92629051208496,-1.0
45,-0.39235827326774597,0.8333002924919128,-1.0
46,-16.859512329101562,-24.407129287719727,1.0
47,-38.97706985473633,2.122783660888672,-1.0
48,5.794748783111572,18.868574142456055,-1.0
49,32.60136795043945,-34.427772521972656,-1.0
50,-26.454147338867188,-15.416363716125488,-1.0
51,-15.049028396606445,-10.931075096130371,-1.0
52,-25.453279495239258,-5.522248268127441,1.0
53,23.67804527282715,-21.452157974243164,-1.0
54,-9.990959167480469,-51.087371826171875,-1.0
55,38.67613983154297,1.1462266445159912,1.0
56,37.49725341796875,-12.51767635345459,1.0
57,-52.27968978881836,27.17074966430664,-1.0
58,-1.115929126739502,-36.689613342285156,1.0
59,-8.490157127380371,10.64831256866455,1.0
60,21.818387985229492,25.97567367553711,-1.0
61,-44.97934341430664,-30.62317657470703,1.0
62,-49.11547088623047,-10.083647727966309,-1.0
63,18.302108764648438,-20.67669677734375,-1.0
64,-10.707001686096191,-6.558436870574951,-1.0
65,-24.650989532470703,29.261568069458008,-1.0
66,8.583571434020996,22.933198928833008,-1.0
67,17.805252075195312,-6.117246150970459,1.0
68,-21.224185943603516,-15.043590545654297,-1.0
69,-41.48591613769531,0.15046347677707672,1.0
70,-17.37716293334961,-51.215057373046875,-1.0
71,-37.88075256347656,-11.818280220031738,1.0
72,14.97049617767334,19.916507720947266,-1.0
73,20.600318908691406,15.363011360168457,-1.0
74,-0.5628849864006042,33.19160461425781,1.0
75,8.636119842529297,44.662261962890625,-1.0
76,29.69293785095215,37.15270233154297,-1.0
77,-24.008289337158203,-50.49604415893555,-1.0
78,-4.655582904815674,40.906944274902344,1.0
79,50.26335906982422,-31.38423728942871,-1.0
80,22.468122482299805,-39.88892364501953,-1.0
81,-4.060373306274414,14.39003849029541,-1.0
82,34.44393539428711,-33.39714431762695,1.0
83,17.655908584594727,3.595916748046875,-1.0
84,40.537384033203125,35.26057434082031,-1.0
85,-22.673749923706055,6.888032913208008,-1.0
86,-16.188966751098633,20.00111198425293,1.0
87,10.637660026550293,-10.079488754272461,-1.0
88,-18.327102661132812,-3.197631359100342,-1.0
89,-28.694028854370117,-4.418728351593018,-1.0
90,-0.333093523979187,23.023523330688477,-1.0
91,12.442708015441895,-0.17307212948799133,-1.0
92,-24.46955108642578,-37.34712600708008,-1.0
93,-49.76093673706055,-10.296692848205566,1.0
94,40.17962646484375,0.6013714075088501,-1.0
95,50.14376449584961,-8.610047340393066,1.0
96,31.385921478271484,-17.829389572143555,-1.0
